微博id,微博正文,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
H2F2PmFLg,为什么不支持呢？@Mr厉害 @彭林FView  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/43e5425dgy1fx7tx4zigkj20v91vo7ic.jpg,http://ww3.sinaimg.cn/large/43e5425dgy1fx7tx3x64zj20v91vodu1.jpg,http://ww2.sinaimg.cn/large/43e5425dgy1fx7tx5lv1rj20v91voame.jpg",无,True,无,无,2018-11-14 19:46,iPhone X,82,8,30
H2a9MyyZW,"转发理由:选我  
原始用户: 趣评测詹志斌
转发内容: 转发+关注 我和@趣评测11月15日抽一个幸运的朋友送苹果iPhoneXS MAX一台趣评测商城11.9-11.11大促，史前最大力度@微博抽奖平台 福利看图↓↓↓  [组图共6张] 原图 ",无,"http://ww4.sinaimg.cn/large/823a3949gy1fwzuma9at3j20qp0zltkv.jpg,http://ww3.sinaimg.cn/large/823a3949gy1fwzumc8u59j20we17e4df.jpg,http://ww1.sinaimg.cn/large/823a3949gy1fwzumcwm3bj21sw2f07wh.jpg,http://ww4.sinaimg.cn/large/823a3949gy1fwzumbor26j21n427c1kx.jpg,http://ww1.sinaimg.cn/large/823a3949gy1fwzumdv47lj20k00qodzd.jpg,http://ww4.sinaimg.cn/large/823a3949gy1fx3ulvx7mrj20kv0rt45y.jpg",False,无,无,2018-11-11 13:08,iPhone X,1,0,4
H27z3CQgV,"转发理由:@貝貝貝貝貝張-  
原始用户: 老七
转发内容: 发布了头条文章：《双11细则》  双11细则  ",无,无,False,无,无,2018-11-11 06:32,iPhone X,1,0,1
H21W2wErI,"转发理由:转发微博  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2018-11-10 16:12,iPhone X,0,0,1
H1YPHkbhc,"转发理由:选我选我  
原始用户: 钟文泽
转发内容: 【小泽VLOG：华为Mate 20 Pro极限测试 反向无线充这个世界？】之前我们已经做了Mate 20 Pro的常规功能测试，这期视频将关注点着重放在创新功能上：包括反向无线充电、3D扫描建模、AI人像留色、智能识别卡路里等等。Mate 20 Pro能否通过多轮的考验？我们一起看视频：钟文泽并不胖的秒拍视频  ",无,无,False,无,无,2018-11-10 08:18,iPhone X,0,0,2
H1YPAe7o1,"转发理由:转发微博  
原始用户: 钟文泽
转发内容: 【小泽VLOG：华为Mate 20 Pro极限测试 反向无线充这个世界？】之前我们已经做了Mate 20 Pro的常规功能测试，这期视频将关注点着重放在创新功能上：包括反向无线充电、3D扫描建模、AI人像留色、智能识别卡路里等等。Mate 20 Pro能否通过多轮的考验？我们一起看视频：钟文泽并不胖的秒拍视频  ",无,无,False,无,无,2018-11-10 08:18,iPhone X,0,0,2
H1QSVwrE4,"转发理由:转发微博  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2018-11-09 12:04,iPhone X,0,0,0
H1Osdcvx9,"转发理由:快选我  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2018-11-09 05:53,iPhone X,0,0,1
H1LbGxEYg,"转发理由:快选我  
原始用户: 种草小星星
转发内容: 注意！这是一条让你暴富的锦鲤！我出3台顶配 iPhone XS Max！送一人对，3台顶配 iPhone XS Max！只送一人！就这样？？？不可能！！！重磅！！！请看评论↓↓↓  原图 ",无,http://wx3.sinaimg.cn/large/007aLidMgy1fw95rmpqhqj30m80m8ac5.jpg,False,无,无,2018-11-08 21:34,iPhone X,0,0,1
H1CtneuXN,"转发理由:中了？  
原始用户: 雪梨Cherie
转发内容: 转发+关注我和@种草小星星     抽2位 ，送宝马！宝马！ 11.11和11.24各开一辆！ 宝马MINI COOPER！送！送！送！ 想要被我宠上天吗！安排！ @微博抽奖平台   原图 ",无,http://wx1.sinaimg.cn/large/005Ko17Dly1fwkf8o40fxj30p00p0wi5.jpg,False,无,无,2018-11-07 23:22,iPhone X,4,0,3
H1CtbEm9c,"转发理由:转发微博  
原始用户: 雪梨Cherie
转发内容: 转发+关注我和@种草小星星     抽2位 ，送宝马！宝马！ 11.11和11.24各开一辆！ 宝马MINI COOPER！送！送！送！ 想要被我宠上天吗！安排！ @微博抽奖平台   原图 ",无,http://wx1.sinaimg.cn/large/005Ko17Dly1fwkf8o40fxj30p00p0wi5.jpg,False,无,无,2018-11-07 23:22,iPhone X,2,0,1
H1vqKgHrP,"转发理由:早餐终于不用只吃花卷了！  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2018-11-07 05:27,iPhone X,17,1,7
H1vqulrzu,"转发理由:转发微博  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2018-11-07 05:26,iPhone X,1,0,1
﻿H19VlizZE,"转发理由:转发微博  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2018-11-04 22:42,iPhone X,0,0,1
H0Zo9dZvd,"转发理由:转发微博  
原始用户: 钟文泽
转发内容: 【抽奖】很多同学在微博里和我犟，“喜悦不应该分享么？” 可是你跑到毫不相关的微博下边刷评真的能让其他人感觉到喜悦吗？还有人说“中国男足夺冠了也不能分享喜悦吗？” 如果中国男足真的夺冠，你会挨家敲邻居门去大喊“男足牛逼么”...如何分享自己的喜悦？我来教大家一下：【为庆祝IG夺冠（虽然我还不了解这个队伍），转发本条微博+关注，下周六抽出一套全新的苹果AirPods】我个人认为，这才是人民群众喜闻乐见的分享喜悦。你们说呢？                     ",无,无,False,无,无,2018-11-03 19:52,iPhone X,0,0,1
H0iOyrxuj,"转发理由:转发微博  
原始用户: 种草小海龟
转发内容: 注意！！！这是一条让你暴富的锦鲤！！！我出5台 iPhone XS Max！送一人对，5台 iPhone XS Max！只送一人！就这样？？？这只是前菜！！！重磅！！！请看评论↓↓↓  原图 ",无,http://wx3.sinaimg.cn/large/0078CXhbgy1fwpcfw6xpzj30gk0gkq6l.jpg,False,无,无,2018-10-30 07:29,iPhone X,0,0,2
H0iOulf91,"转发理由://@种草小海龟：转发+关注我，5台iphone Xs Max 全送给一个人，包括评论里所有博主增加的奖品，统统送给一个人！先让1个龟粉富起来！奖品每天都会增加，@微博抽奖平台，官方已备案，公平公正，11月17日开！  
原始用户: 种草小海龟
转发内容: 注意！！！这是一条让你暴富的锦鲤！！！我出5台 iPhone XS Max！送一人对，5台 iPhone XS Max！只送一人！就这样？？？这只是前菜！！！重磅！！！请看评论↓↓↓  原图 ",无,http://wx3.sinaimg.cn/large/0078CXhbgy1fwpcfw6xpzj30gk0gkq6l.jpg,False,无,无,2018-10-30 07:29,iPhone X,0,0,1
H04QRj2Kl,"转发理由:转发微博  
原始用户: IT小莫
转发内容: 注意！这是一条让你瞬间暴富的锦鲤！5台iPhone XS！只送一人！就这样？？？不可能！！！重磅！！！请戳图↓↓↓  原图 ",无,http://wx2.sinaimg.cn/large/bd1d529dly1fwa3hd5p9oj20u05gl4qp.jpg,False,无,无,2018-10-28 19:57,iPhone X,0,0,1
GFrlDu1ZN,"转发理由://@IT小莫:让一让，让一让，价值20多万的大锦鲤谁来认领一下，转发我这条再抽一位送2000元，明晚开！ 查看图片  
原始用户: 白菜省钱君
转发内容: 4台顶配iphone XS Max！          必须是顶配！独宠一人！以为仅仅就是这样？NO！更多请看评论↓↓↓  原图 ",https://ww4.sinaimg.cn/large/bd1d529dly1fwjdh4s6f6j20k00hw0tz.jpg,http://wx1.sinaimg.cn/large/006rMgTOgy1fwcn2tu10lj30ku0ln4qp.jpg,False,无,无,2018-10-24 21:51,iPhone X,0,0,1
GFlJEaTBO,"转发理由:转发微博  
原始用户: 小羊爱吃酱肘子
转发内容: 大家早上好，本博发博时间是2018年10月24日清晨6点30分，古人有句话说得好，早起的鸟儿有虫吃，古人又有句话说得好，螳螂捕蝉黄雀在后，谁能想到，今天我起得早，于是我计划抓一只起早捉虫的鸟儿把它烤成熟鸟拿出来给大家抽奖。（此处熟鸟用烤鸡代替）总结：转发里抽一人送一只烤鸡。  ",无,无,False,无,无,2018-10-24 07:34,iPhone X,0,0,2
GFlJc2n7H,"转发理由://@一枚搞机的原子弹:关注我，转发我这条微博，抽送iPhone XR手机一台(蓝色64G)！价值6499元的iPhone XR！11月12号通过@微博抽奖平台 公平开奖！ 查看图片  
原始用户: 一直播
转发内容: #直播最大V#2018一直播年度盛典正在火热进行中，直播菌决定抽条#一直播年度锦鲤#打Call助力！转发＋关注@一直播 @ISY三亚国际音乐节 ，一直播跨年开屏、王校长同款卡座、苹果三件套、三亚机酒豪华双人跨年游，外加评论区所有壕礼，独宠于你！天选之子，就等你来！  原图 ",https://ww4.sinaimg.cn/large/75b0b312gy1fwcjxhc1xyj20tz166n71.jpg,//h5.sinaimg.cn/m/emoticon/icon/default/d_huaxin-36e1b80629.png,False,无,无,2018-10-24 07:33,iPhone X,0,0,1
GEYmJAv1M,"转发理由:转发微博  
原始用户: 张大奕eve
转发内容: 注意！这是一条宝马锦鲤！宝马锦鲤！ 转发+关注我和@大牌折扣菌，抽1位送宝马车 对！价值25万的宝马mini cooper送1人 就这样？？？不可能！！！ 重磅加码！请看评论↓↓↓  原图 ",无,http://wx3.sinaimg.cn/large/0071Sgq7ly1fweu14pvhvj30xc0xcn7n.jpg,False,无,无,2018-10-21 20:04,iPhone X,0,0,2
GELXFgoOI,"转发理由:转发微博  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2018-10-20 12:29,iPhone X,0,0,1
GEFqGpltd,我在#签到领红包#打卡啦！每日签到领红包，签到越多红包越大，还有各种限时奖励，快来一起领吧！错过一天都可惜哦~ 微博任务红包  ,无,无,True,无,无,2018-10-19 19:52,用户任务,4,0,2
GEAAmdQmE,"转发理由:转发微博  
原始用户: 钟文泽
转发内容: 【搞机零距离：iPhone XR上手 A12强悍芯片+彩虹色彩加持哪个颜色最好看？】周五下午15:01，iPhone XR就要开启预购了，XR系列可能是苹果今年销量的大腿。在预购前我们也有机会对iPhone XR进行了上手，到底哪个颜色最好看，这次我终于有了结论。钟文泽并不胖的秒拍视频  ",无,无,False,无,无,2018-10-19 07:32,iPhone X,0,0,1
GEnv6sBHO,"转发理由:转发微博  
原始用户: 种草小布
转发内容: 无敌宠粉，寻找一条暴富锦鲤！iphoneXS Max、Macbook 、ipad各1台打包送1人，没错，就1人！！只有这些？？NO,NO,NO......持续加码中，必看评论区↓↓↓↓↓↓  [组图共9张] 原图 ",无,"http://ww3.sinaimg.cn/large/e6069ff9gy1fwbfmfkssbj20p00p049n.jpg,http://ww2.sinaimg.cn/large/e6069ff9gy1fwbfmd78vrj20p00p0116.jpg,http://ww3.sinaimg.cn/large/e6069ff9gy1fwbfmdow8cj20p00p0n63.jpg,http://ww3.sinaimg.cn/large/e6069ff9gy1fwbfme1y8pj20p00p0n6y.jpg,http://ww3.sinaimg.cn/large/e6069ff9gy1fwbfmf5yp4j20p00p0ajt.jpg,http://ww2.sinaimg.cn/large/e6069ff9gy1fwbfmcxkfsj20p00p0jy5.jpg,http://ww1.sinaimg.cn/large/e6069ff9gy1fwbfmeudrhj20p00p0ti4.jpg,http://ww4.sinaimg.cn/large/e6069ff9gy1fwbfmej6qmj20p00p0k1e.jpg,http://ww1.sinaimg.cn/large/e6069ff9gy1fwbfmfy9foj20p00p0dr0.jpg",False,无,无,2018-10-17 22:13,iPhone X,0,0,1
GEniRleID,"转发理由:转发微博  
原始用户: 种草小星星
转发内容: 注意！这是一条让你暴富的锦鲤！我出3台顶配 iPhone XS Max！送一人对，3台顶配 iPhone XS Max！只送一人！就这样？？？不可能！！！重磅！！！请看评论↓↓↓  原图 ",无,http://wx3.sinaimg.cn/large/007aLidMgy1fw95rmpqhqj30m80m8ac5.jpg,False,无,无,2018-10-17 21:43,iPhone X,0,0,1
GEjlt6EAb,"转发理由:转发微博  
原始用户: 钟文泽
转发内容: 【搞机零距离：华为Mate 20 Pro开箱上手 四镜头设计你们习惯了吗？】木木老师昨天凌晨还坚持在伦敦拍视频，终于拍摄了20分钟内容详尽的开箱上手视频。并对比了前代华为机型。Mate 20 Pro到底有哪些改变呢？我们一起来看视频吧！好饭不怕早！钟文泽并不胖的秒拍视频  ",无,无,False,无,无,2018-10-17 11:38,iPhone X,0,0,1
GEjlqp9t6,"转发理由://@钟文泽:转发+关注，下周三送出一枚小米移动电源。感谢大家的支持  
原始用户: 钟文泽
转发内容: 【搞机零距离：华为Mate 20 Pro开箱上手 四镜头设计你们习惯了吗？】木木老师昨天凌晨还坚持在伦敦拍视频，终于拍摄了20分钟内容详尽的开箱上手视频。并对比了前代华为机型。Mate 20 Pro到底有哪些改变呢？我们一起来看视频吧！好饭不怕早！钟文泽并不胖的秒拍视频  ",无,无,False,无,无,2018-10-17 11:38,iPhone X,0,0,1
GEhw21CTp,"转发理由:转发微博  
原始用户: 华为终端官方微博
转发内容: 【华为Mate20正式发布】一张图带你读懂#华为Mate20#系列。心动，不如立即行动 http://t.cn/EzhmWDW【转发发布会微博，我们将从中抽取1名粉丝，赠送华为Mate 20手机1部（颜色随机）】  原图 ",无,http://wx2.sinaimg.cn/large/6d9f761bgy1fwahf5q8e7j20jqcmzu14.jpg,False,无,无,2018-10-17 06:59,iPhone X,1,0,0
GEddbrpIT,"转发理由:转发微博  
原始用户: IT小莫
转发内容: 注意！这是一条让你瞬间暴富的锦鲤！5台iPhone XS！只送一人！就这样？？？不可能！！！重磅！！！请戳图↓↓↓  原图 ",无,http://wx2.sinaimg.cn/large/bd1d529dly1fwa3hd5p9oj20u05gl4qp.jpg,False,无,无,2018-10-16 20:01,iPhone X,1,0,0
GE8fdnWN0,"转发理由:转发微博  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2018-10-16 07:23,iPhone X,6,0,1
GDHFXAP6E,"转发理由:错过了支付宝，试试这个  
原始用户: 小二来一吨白菜
转发内容: 这是一条让你暴富的锦鲤！！我出6台iPhone XS Max只送一人，就这样？？？不！！！请戳评论↓↓↓  ",无,无,False,无,无,2018-10-13 11:44,iPhone X,4,0,1
GDHFPl0km,"转发理由:转发微博  
原始用户: 小二来一吨白菜
转发内容: 这是一条让你暴富的锦鲤！！我出6台iPhone XS Max只送一人，就这样？？？不！！！请戳评论↓↓↓  ",无,无,False,无,无,2018-10-13 11:44,iPhone X,0,0,1
GDvz4i3NZ,祝你生日快乐  ,无,无,True,无,无,2018-10-12 04:54,生日动态,60,4,41
GDsYryAjZ,"转发理由:转发微博  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2018-10-11 22:19,iPhone X,1,0,0
GDfv9k0UP,"转发理由:转发微博  
原始用户: 蒋弄臣
转发内容: 永远不要低估底层的危机。无论是这次的乐清顺风车案，还是更早的郑州空姐案，都不能看作是孤立的反社会事件。大象公会的黄章晋在统计了2004年到2016年之间针对学生的反社会案件之后，发现自从2004年河北辛集的幼儿园屠童案以来，类似手法的案件每隔一段时间就会密集出现。换言之，犯罪行为具有启发性和传染性。据顺风车案凶手的女友回忆，案发前几天还曾看到男友搜索强奸杀人。考虑到他滴滴司机的身份，三个月前轰动社会的郑州空姐案极有可能成为他潜在的模仿对象。兽楼处的文章中指出，空姐李明珠遇害后的半个月里，全国各地至少曝光了5起滴滴司机性骚扰事件。北京海淀法院所说的那句“最近几年滴滴平台所衍生的刑事案件数量，远高于公众所知悉的程度”，绝非危言耸听。顺风车案凶手的“留守儿童”身份同样值得关注。黄章晋在《隔壁的中国，那些孩子已经长大了》一文里引用REAP（农村教育行动计划）的2008年的调查数据，陕西农村学校的小学生里10%的孩子存在心理问题。家长缺位对儿童的影响远比我们想象的大。果壳网的Ent_evo讲过一个故事，九十年代，人们将10头孤儿年轻公象转移到了南非匹林斯堡公园。结果，这些无人管教的孩子行为完全失控，杀死了超过100只白犀牛和5只黑犀牛。后来人们不得不引入了6头成年象，在成年象的管教下，年轻公象的行为和发情期很快回归了正常，才控制住了形势。原有的家庭和社会结构一旦被破坏，农村就会变成滋生暴力的土壤。华科的贺雪峰教授发现，刁民群体正在变得主流，正在替代农民成为乡村社会秩序的主导人和决定者。村支书被堵在家里痛打一顿也只能息事宁人，毕竟谁也不愿去惹这样的“狠人”。用地方政府的话来说，这些人的行为“杀又不够杀，判又不够判”，无法应对就只能迁就。华科的夏柱智更是直接把这种趋势称为“混混治村”。家长缺位，暴力横行。留守儿童就在这样的环境里长大，难怪黄章晋将留守儿童现象比作美国大城市的黑人社区。中国的底层正在迅速丛林化。无论是滴滴司机的恶性事件，还是前不久大规模爆出的支教性侵事件，或者更久远的辱母案里的暴力团伙，都是底层丛林化的种种恶果。据2013年妇联的统计，中国有六千万留守儿童，接近英国的全国人口。他们有些已经长大，有些正在长大。这不仅仅是快递、外卖、网约车等等互联网巨头们需要面对的问题，我们每一个人都无法逃避这个问题。南非的10头大象可以关在动物园的高墙里，6000万的基层人口问题又靠什么解决？靠一道栅栏吗？参考文献：黄章晋，《它是孤立个案，但也可能是系列案的开头》黄章晋，《在隔壁的中国，那些孩子已经长大了》兽楼处，《我们都成了产品经理》Ent_evo，《大象是世界的支柱，但支柱正在崩毁》贺雪峰，《乡村的去政治化及其后果》夏柱智，《乡村合谋视角下的混混治村及后果》《我国农村留守儿童、城乡流动儿童状况研究报告》《滴滴出行车主犯罪情况披露》                     ",无,无,False,无,无,2018-10-10 12:01,iPhone X,3,0,2
GD9uf8OZU,"转发理由:转发微博  
原始用户: Sine龙
转发内容: 上课犯困了吧？打1314元给你提提神。转发即可，后天开http://t.cn/EP4UPo3#卢驭龙[超话]#  原图 ",无,http://wx3.sinaimg.cn/large/0075We7Ygy1fw20nbt434j30e50azjrt.jpg,False,无,无,2018-10-09 20:42,iPhone X,2,0,2
GCX7Ii36x,"转发理由:转发微博  
原始用户: 魏布斯
转发内容: 新的一天开始啦！还记得上次 Surface Book 2 体验视频的送礼吗？Surface 商惠本次将再次送出5套「全新的微软Surface键鼠套装」。此时只需关注 @魏布斯 并转发此微博，将在 2018.10.19 晚 22 点 抽取5位，每人分别获得价值998元的「微软Surface键鼠套装」 魏布斯的秒拍视频  原图 ",无,http://wx3.sinaimg.cn/large/68ca84e3ly1fw0o9olobgj20vo0fk4ky.jpg,False,无,无,2018-10-08 13:14,iPhone X,0,0,0
